Código concatenado,Código de Departamento,Descripción de Departamento,Código de Distrito,Descripción de Distrito,Área,Código de Barrio/Localidad,Descripción de Barrio/Localidad
1021003,10,ALTO PARANÁ,21,TAVAPY,1,003,CENTRO
1021004,10,ALTO PARANÁ,21,TAVAPY,1,004,SAN ROQUE
1021005,10,ALTO PARANÁ,21,TAVAPY,1,005,SAN RAMÓN
1021006,10,ALTO PARANÁ,21,TAVAPY,1,006,SANTA CATALINA
1021110,10,ALTO PARANÁ,21,TAVAPY,6,110,DOLORES
1021140,10,ALTO PARANÁ,21,TAVAPY,6,140,FÁTIMA
1021150,10,ALTO PARANÁ,21,TAVAPY,6,150,SAN BLAS
1021170,10,ALTO PARANÁ,21,TAVAPY,6,170,TAVAPY 1
1021190,10,ALTO PARANÁ,21,TAVAPY,6,190,8 DE DICIEMBRE
1021200,10,ALTO PARANÁ,21,TAVAPY,6,200,TAVAPY 2
1021210,10,ALTO PARANÁ,21,TAVAPY,6,210,COLONIA GUEMBETY MI
1021220,10,ALTO PARANÁ,21,TAVAPY,6,220,ESTANCIA RANCHO GRANDE AGRO FORESTAL S.A
1021230,10,ALTO PARANÁ,21,TAVAPY,6,230,ASENT. FÁTIMA
1021240,10,ALTO PARANÁ,21,TAVAPY,6,240,ASENT. SEBASTIÁN LARROSA
1021250,10,ALTO PARANÁ,21,TAVAPY,6,250,FULGENCIO R. MORENO
1021260,10,ALTO PARANÁ,21,TAVAPY,6,260,ESTANCIA PANAMBU - FRANCIS PERRIER
1021270,10,ALTO PARANÁ,21,TAVAPY,6,270,SANTA LUCÍA
1022001,10,ALTO PARANÁ,22,DR. RAÚL PEÑA,1,001,URBANO
1022230,10,ALTO PARANÁ,22,DR. RAÚL PEÑA,6,230,AGROPECO
1022240,10,ALTO PARANÁ,22,DR. RAÚL PEÑA,6,240,RAUL PEÑA  MCAL ESTIGARRIBIA
1022280,10,ALTO PARANÁ,22,DR. RAÚL PEÑA,6,280,RAUL PEÑA LINEA SAN PABLO
1022290,10,ALTO PARANÁ,22,DR. RAÚL PEÑA,6,290,RAUL PEÑA LINEA PRIMERO DE MARZO
1022300,10,ALTO PARANÁ,22,DR. RAÚL PEÑA,6,300,RAUL PEÑA
1101001,11,CENTRAL,01,AREGUÁ,1,001,SAN MIGUEL
1101002,11,CENTRAL,01,AREGUÁ,1,002,SANTO DOMINGO
1101003,11,CENTRAL,01,AREGUÁ,1,003,SAN ROQUE
1101004,11,CENTRAL,01,AREGUÁ,1,004,BOQUERÓN
1101005,11,CENTRAL,01,AREGUÁ,1,005,SAN CAYETANO
1101006,11,CENTRAL,01,AREGUÁ,1,006,SANTA CATALINA
1101007,11,CENTRAL,01,AREGUÁ,1,007,LAS MERCEDES
1101100,11,CENTRAL,01,AREGUÁ,6,100,PINDOLO
1101110,11,CENTRAL,01,AREGUÁ,6,110,KOKUE GUASU
1101120,11,CENTRAL,01,AREGUÁ,6,120,KOKUE GUASU SAN ANTONIO
1101130,11,CENTRAL,01,AREGUÁ,6,130,ESTANZUELA
1101140,11,CENTRAL,01,AREGUÁ,6,140,COSTA FLEITAS
1101150,11,CENTRAL,01,AREGUÁ,6,150,JUKYTY
1101160,11,CENTRAL,01,AREGUÁ,6,160,CONAVI TAJY POTY
1101170,11,CENTRAL,01,AREGUÁ,6,170,VALLE PUKU
1101190,11,CENTRAL,01,AREGUÁ,6,190,JUKYRY
1101200,11,CENTRAL,01,AREGUÁ,6,200,ISLA VALLE
1101210,11,CENTRAL,01,AREGUÁ,6,210,VILLA SALVADOR
1101220,11,CENTRAL,01,AREGUÁ,6,220,ASENT. VIRGEN DE FÁTIMA
1101230,11,CENTRAL,01,AREGUÁ,6,230,VILLA ROSITA
1101240,11,CENTRAL,01,AREGUÁ,6,240,CAACUPEMI 1
1101250,11,CENTRAL,01,AREGUÁ,6,250,CAACUPEMI 2
1101260,11,CENTRAL,01,AREGUÁ,6,260,ASENT. VILLA DEL MAESTRO
1101270,11,CENTRAL,01,AREGUÁ,6,270,DIVINO NIÑO JESÚS
1101280,11,CENTRAL,01,AREGUÁ,6,280,PINDOLO MARÍA AUXILIADORA
1101290,11,CENTRAL,01,AREGUÁ,6,290,ASENT. CAACUPEMI 1
1101300,11,CENTRAL,01,AREGUÁ,6,300,ASENT. CAACUPEMI 2
1101320,11,CENTRAL,01,AREGUÁ,6,320,ASENT. COSTA FLEITAS
1101330,11,CENTRAL,01,AREGUÁ,6,330,ASENT. DIVINO NIÑO JESÚS
1101350,11,CENTRAL,01,AREGUÁ,6,350,FRACCIÓN YVOTY
1101360,11,CENTRAL,01,AREGUÁ,6,360,FRACCIÓN ALICIA
1101370,11,CENTRAL,01,AREGUÁ,6,370,CAACUPEMI SAN MIGUEL
1101380,11,CENTRAL,01,AREGUÁ,6,380,SAN MIGUEL
1102001,11,CENTRAL,02,CAPIATÁ,1,001,COSTA SALINAS
1102002,11,CENTRAL,02,CAPIATÁ,1,002,NARANJATY
1102004,11,CENTRAL,02,CAPIATÁ,1,004,VILLA MILITAR
1102006,11,CENTRAL,02,CAPIATÁ,1,006,LAURELTY
1102007,11,CENTRAL,02,CAPIATÁ,1,007,CAMPOS VERDES
1102008,11,CENTRAL,02,CAPIATÁ,1,008,CANDELARIA
1102009,11,CENTRAL,02,CAPIATÁ,1,009,ROBERTO L PETIT
1102010,11,CENTRAL,02,CAPIATÁ,1,010,COSTA SALINARES
1102011,11,CENTRAL,02,CAPIATÁ,1,011,SANTA LIBRADA
1102012,11,CENTRAL,02,CAPIATÁ,1,012,PUERTA DEL SOL
1102013,11,CENTRAL,02,CAPIATÁ,1,013,ARATIRI
1102014,11,CENTRAL,02,CAPIATÁ,1,014,LOMA CLAVEL
1102015,11,CENTRAL,02,CAPIATÁ,1,015,TORREMOLINOS
1102016,11,CENTRAL,02,CAPIATÁ,1,016,SAN MIGUEL
1102017,11,CENTRAL,02,CAPIATÁ,1,017,SAN LORENZO
1102018,11,CENTRAL,02,CAPIATÁ,1,018,CAPSA
1102019,11,CENTRAL,02,CAPIATÁ,1,019,ARRUA
1102020,11,CENTRAL,02,CAPIATÁ,1,020,TOLEDO CAÑADA
1102021,11,CENTRAL,02,CAPIATÁ,1,021,ALDANA CAÑADA
1102022,11,CENTRAL,02,CAPIATÁ,1,022,ROJAS CAÑADA
1102023,11,CENTRAL,02,CAPIATÁ,1,023,LOMA BARRERO
1102024,11,CENTRAL,02,CAPIATÁ,1,024,YATAITY
1102025,11,CENTRAL,02,CAPIATÁ,1,025,SAN JORGE
1102026,11,CENTRAL,02,CAPIATÁ,1,026,VIRGEN DEL PILAR
1102027,11,CENTRAL,02,CAPIATÁ,1,027,RETIRO
1102028,11,CENTRAL,02,CAPIATÁ,1,028,POSTA YBYCUA
1102029,11,CENTRAL,02,CAPIATÁ,1,029,URUGUAY
1102030,11,CENTRAL,02,CAPIATÁ,1,030,YBYRARO
1102031,11,CENTRAL,02,CAPIATÁ,1,031,CERRITO
1102032,11,CENTRAL,02,CAPIATÁ,1,032,SANTISIMA CRUZ
1102033,11,CENTRAL,02,CAPIATÁ,1,033,SANTA RITA
1102034,11,CENTRAL,02,CAPIATÁ,1,034,CASCO URBANO
1102035,11,CENTRAL,02,CAPIATÁ,1,035,SAN ROQUE
1102036,11,CENTRAL,02,CAPIATÁ,1,036,SANTO DOMINGO
1102037,11,CENTRAL,02,CAPIATÁ,1,037,KENNEDY
1103001,11,CENTRAL,03,FERNANDO DE LA MORA,1,001,ORILLA DEL CAMPO GRANDE
1103002,11,CENTRAL,03,FERNANDO DE LA MORA,1,002,VILLA OFELIA
1103003,11,CENTRAL,03,FERNANDO DE LA MORA,1,003,LAGUNA GRANDE
1103005,11,CENTRAL,03,FERNANDO DE LA MORA,1,005,ESTANZUELA
1103007,11,CENTRAL,03,FERNANDO DE LA MORA,1,007,LAGUNA SATI
1103008,11,CENTRAL,03,FERNANDO DE LA MORA,1,008,DOMINGO SAVIO
1103010,11,CENTRAL,03,FERNANDO DE LA MORA,1,010,BERNARDINO CABALLERO
1103011,11,CENTRAL,03,FERNANDO DE LA MORA,1,011,KOKUE GUASU
1103012,11,CENTRAL,03,FERNANDO DE LA MORA,1,012,PITIANTUTA
1103013,11,CENTRAL,03,FERNANDO DE LA MORA,1,013,ITA KA'AGUY
1103014,11,CENTRAL,03,FERNANDO DE LA MORA,1,014,TRES BOCAS
1103015,11,CENTRAL,03,FERNANDO DE LA MORA,1,015,SAN JUAN
1103016,11,CENTRAL,03,FERNANDO DE LA MORA,1,016,SAN ANTONIO
1103017,11,CENTRAL,03,FERNANDO DE LA MORA,1,017,CENTRAL
1103018,11,CENTRAL,03,FERNANDO DE LA MORA,1,018,RESIDENTAS
1104001,11,CENTRAL,04,GUARAMBARÉ,1,001,FELSINA
1104002,11,CENTRAL,04,GUARAMBARÉ,1,002,SAN MIGUEL
1104003,11,CENTRAL,04,GUARAMBARÉ,1,003,COLÓN
1104004,11,CENTRAL,04,GUARAMBARÉ,1,004,ALEGRE
1104005,11,CENTRAL,04,GUARAMBARÉ,1,005,ASENT. SAN RAFAEL
1104006,11,CENTRAL,04,GUARAMBARÉ,1,006,ASENT. COLÓN
1104100,11,CENTRAL,04,GUARAMBARÉ,6,100,YVYSUNU
1104110,11,CENTRAL,04,GUARAMBARÉ,3,110,NUEVA ESPERANZA SUB-URBANO
1104120,11,CENTRAL,04,GUARAMBARÉ,6,120,RINCÓN
1104130,11,CENTRAL,04,GUARAMBARÉ,6,130,KAUGUA
1104140,11,CENTRAL,04,GUARAMBARÉ,6,140,RINCÓN LOMA'I
1104145,11,CENTRAL,04,GUARAMBARÉ,3,145,RINCÓN LOMA'I SUB-URBANO
1104150,11,CENTRAL,04,GUARAMBARÉ,6,150,TYPYCHATY
1104160,11,CENTRAL,04,GUARAMBARÉ,3,160,VILLA LAURA SUB-URBANO
1104170,11,CENTRAL,04,GUARAMBARÉ,6,170,ASENT. KAUGUA
1104200,11,CENTRAL,04,GUARAMBARÉ,6,200,ASENT. LIBRADA
1105001,11,CENTRAL,05,ITÁ,1,001,SPORTIVO
1105002,11,CENTRAL,05,ITÁ,1,002,CERRO CORÁ
1105003,11,CENTRAL,05,ITÁ,1,003,SAN BLAS
1105004,11,CENTRAL,05,ITÁ,1,004,ASENT. SAN ANTONO- NUEVA ESPERANZA
1105005,11,CENTRAL,05,ITÁ,1,005,ASENT. SAN ANTONIO - JEROVIA
1105006,11,CENTRAL,05,ITÁ,1,006,ASENT. VY'A RENDA-SAN ANTONIO
1105007,11,CENTRAL,05,ITÁ,1,007,ASENT. KOKUERE
1105008,11,CENTRAL,05,ITÁ,1,008,SAN ANTONIO - FRACCIÓN LAS PERLAS
1105009,11,CENTRAL,05,ITÁ,1,009,30 DE AGOSTO
1105100,11,CENTRAL,05,ITÁ,6,100,VALLE JO'A
1105110,11,CENTRAL,05,ITÁ,6,110,TAPE TUJA
1105120,11,CENTRAL,05,ITÁ,6,120,AVEIRO
1105125,11,CENTRAL,05,ITÁ,3,125,AVEIRO 1 SUB-URBANO
1105130,11,CENTRAL,05,ITÁ,6,130,OCULTO
1105140,11,CENTRAL,05,ITÁ,6,140,ARRUA'I
1105150,11,CENTRAL,05,ITÁ,6,150,ITA POTRERO
1105155,11,CENTRAL,05,ITÁ,3,155,ITA POTRERO SUB-URBANO
1105160,11,CENTRAL,05,ITÁ,6,160,KURUPIKA'YTY
1105170,11,CENTRAL,05,ITÁ,6,170,CALLE YVATE
1105180,11,CENTRAL,05,ITÁ,6,180,HUGUA ÑARO
1105190,11,CENTRAL,05,ITÁ,6,190,POTRERO PO'I
1105200,11,CENTRAL,05,ITÁ,6,200,CALLE PO'I
1105210,11,CENTRAL,05,ITÁ,6,210,YHOVY
1105220,11,CENTRAL,05,ITÁ,6,220,KARAGUATAYTY
1105230,11,CENTRAL,05,ITÁ,6,230,PEGUAHO
1105235,11,CENTRAL,05,ITÁ,3,235,AVEIRO 2 SUB-URBANO
1105240,11,CENTRAL,05,ITÁ,6,240,CAAGUAZU
1105245,11,CENTRAL,05,ITÁ,3,245,MARÍA AUXILIADORA SUB-URBANO
1105250,11,CENTRAL,05,ITÁ,6,250,LAS PIEDRAS
1105255,11,CENTRAL,05,ITÁ,3,255,KUARAHY RESE AVEIRO SUB-URBANO
1105260,11,CENTRAL,05,ITÁ,6,260,POSTA GAONA
1105270,11,CENTRAL,05,ITÁ,6,270,ASENT. KARAGUATAITY
1105280,11,CENTRAL,05,ITÁ,6,280,ASENT. ITA POTRERO
1105290,11,CENTRAL,05,ITÁ,6,290,ASENT. SAN BLAS
1105300,11,CENTRAL,05,ITÁ,6,300,ASENT. SAN CRISTÓBAL - AVEIRO
1105310,11,CENTRAL,05,ITÁ,6,310,PARANAMBU 2
1106001,11,CENTRAL,06,ITAUGUÁ,1,001,GUAYAIBITY 1
1106002,11,CENTRAL,06,ITAUGUÁ,1,002,ASENT SAN MIGUEL
1106003,11,CENTRAL,06,ITAUGUÁ,1,003,ASENT ROSA MISTICA
1106004,11,CENTRAL,06,ITAUGUÁ,1,004,SAN MIGUEL
1106005,11,CENTRAL,06,ITAUGUÁ,1,005,GUAYAIBITY 2
1106006,11,CENTRAL,06,ITAUGUÁ,1,006,VALLE KARE
1106007,11,CENTRAL,06,ITAUGUÁ,1,007,SAN AGUSTÍN
1106008,11,CENTRAL,06,ITAUGUÁ,1,008,CAÑADITA
1106009,11,CENTRAL,06,ITAUGUÁ,1,009,VILLA JARDÍN
1106010,11,CENTRAL,06,ITAUGUÁ,1,010,VIRGEN DEL ROSARIO
1106011,11,CENTRAL,06,ITAUGUÁ,1,011,ARSENIO ERICO
1106012,11,CENTRAL,06,ITAUGUÁ,1,012,YBYRATY
1106013,11,CENTRAL,06,ITAUGUÁ,1,013,BARRIO 6
1106014,11,CENTRAL,06,ITAUGUÁ,1,014,GUASU VIRA
1106015,11,CENTRAL,06,ITAUGUÁ,1,015,POTRERO
1106016,11,CENTRAL,06,ITAUGUÁ,1,016,CRISTO REY
1106017,11,CENTRAL,06,ITAUGUÁ,1,017,VIRGEN DEL CARMEN
1106018,11,CENTRAL,06,ITAUGUÁ,1,018,NIÑO JESÚS
1106019,11,CENTRAL,06,ITAUGUÁ,1,019,ITAUGUÁ GUASU
1106020,11,CENTRAL,06,ITAUGUÁ,1,020,LAURELTY
1106021,11,CENTRAL,06,ITAUGUÁ,1,021,HUGUA POTI
1106022,11,CENTRAL,06,ITAUGUÁ,1,022,SANTA CECILIA
1106023,11,CENTRAL,06,ITAUGUÁ,1,023,SAN JUAN 1
1106024,11,CENTRAL,06,ITAUGUÁ,1,024,ASENT ALDAMA CAÑADA
1106026,11,CENTRAL,06,ITAUGUÁ,1,026,FRACCIÓN DIANA
1106027,11,CENTRAL,06,ITAUGUÁ,1,027,VILLA CONAVI
1106028,11,CENTRAL,06,ITAUGUÁ,1,028,ASENT MBOCAYATY DEL SUR
1106029,11,CENTRAL,06,ITAUGUÁ,1,029,MBOCAYATY DEL SUR
1106030,11,CENTRAL,06,ITAUGUÁ,1,030,FRACCIÓN SAN MIGUEL
1106031,11,CENTRAL,06,ITAUGUÁ,1,031,SAN JOSÉ
1106032,11,CENTRAL,06,ITAUGUÁ,1,032,LA COLINA
1106033,11,CENTRAL,06,ITAUGUÁ,1,033,UNIÓN GUARANI
1106034,11,CENTRAL,06,ITAUGUÁ,1,034,VILLA ALTA
1106035,11,CENTRAL,06,ITAUGUÁ,1,035,SAN CAYETANO
1106036,11,CENTRAL,06,ITAUGUÁ,1,036,MBOCAYATY DEL NORTE
1106037,11,CENTRAL,06,ITAUGUÁ,1,037,ASENT MBOCAYATY DEL NORTE
1106038,11,CENTRAL,06,ITAUGUÁ,1,038,LAS MERCEDES
1106039,11,CENTRAL,06,ITAUGUÁ,1,039,GUADALUPE
1106040,11,CENTRAL,06,ITAUGUÁ,1,040,SAN JOSÉ OBRERO
1106041,11,CENTRAL,06,ITAUGUÁ,1,041,SAN ROQUE
1106042,11,CENTRAL,06,ITAUGUÁ,1,042,SANTA TERESA
1106043,11,CENTRAL,06,ITAUGUÁ,1,043,OKARA POTY
1106044,11,CENTRAL,06,ITAUGUÁ,1,044,CORAZÓN DE JESÚS
1106045,11,CENTRAL,06,ITAUGUÁ,1,045,6 DE ENERO
1106046,11,CENTRAL,06,ITAUGUÁ,1,046,SAN ISIDRO
1106047,11,CENTRAL,06,ITAUGUÁ,1,047,YCUA NARANJA
1106048,11,CENTRAL,06,ITAUGUÁ,1,048,MBOCAYATY DEL SUR 2
1106049,11,CENTRAL,06,ITAUGUÁ,1,049,CONAVI MBOCAYATY 1
1106050,11,CENTRAL,06,ITAUGUÁ,1,050,CONAVI MBOCAYATY 3
1106051,11,CENTRAL,06,ITAUGUÁ,1,051,SAN JUAN 2
1106052,11,CENTRAL,06,ITAUGUÁ,1,052,CONAVI MBOCAYATY 2
1106053,11,CENTRAL,06,ITAUGUÁ,1,053,ASENT VIRGEN DEL ROSARIO
1106054,11,CENTRAL,06,ITAUGUÁ,1,054,SANTA ANA
1106055,11,CENTRAL,06,ITAUGUÁ,1,055,ASENT ALDAMA CAÑADA 2
1106056,11,CENTRAL,06,ITAUGUÁ,1,056,ALDAMA CAÑADA
1106057,11,CENTRAL,06,ITAUGUÁ,1,057,VILLA REGINA
1106100,11,CENTRAL,06,ITAUGUÁ,6,100,ESTANZUELA
1106110,11,CENTRAL,06,ITAUGUÁ,6,110,PATIÑO
1106130,11,CENTRAL,06,ITAUGUÁ,6,130,YBYRATY
1106150,11,CENTRAL,06,ITAUGUÁ,6,150,CAÑADITA
1106160,11,CENTRAL,06,ITAUGUÁ,6,160,ITAUGUÁ GUASU
1106180,11,CENTRAL,06,ITAUGUÁ,6,180,GUASU VIRA
1106190,11,CENTRAL,06,ITAUGUÁ,6,190,POTRERITO
1106200,11,CENTRAL,06,ITAUGUÁ,6,200,ALDAMA CAÑADA
1106210,11,CENTRAL,06,ITAUGUÁ,6,210,SAN ANTONIO
1106220,11,CENTRAL,06,ITAUGUÁ,6,220,POTRERO GUASU
1106230,11,CENTRAL,06,ITAUGUÁ,6,230,ÑU PO'I
1106235,11,CENTRAL,06,ITAUGUÁ,3,235,PATIÑO SUB-URBANO
1106240,11,CENTRAL,06,ITAUGUÁ,6,240,ASENT ITAUGUA GUAZU
1106250,11,CENTRAL,06,ITAUGUÁ,6,250,ASENT ÑU PO'I
1106260,11,CENTRAL,06,ITAUGUÁ,6,260,ASENT ÑU PO'I 2
1106270,11,CENTRAL,06,ITAUGUÁ,6,270,ASENT CAÑADITA
1106280,11,CENTRAL,06,ITAUGUÁ,3,280,MBOIY SAN ROQUE SUB-URBANO
1107001,11,CENTRAL,07,LAMBARÉ,1,001,PALOMAR
1107002,11,CENTRAL,07,LAMBARÉ,1,002,SAN RAFAEL
1107003,11,CENTRAL,07,LAMBARÉ,1,003,SANTO DOMINGO
1107004,11,CENTRAL,07,LAMBARÉ,1,004,PANAMBIRETA
1107005,11,CENTRAL,07,LAMBARÉ,1,005,PILAR
1107006,11,CENTRAL,07,LAMBARÉ,1,006,FELICIDAD
1107007,11,CENTRAL,07,LAMBARÉ,1,007,SANTA ROSA II
1107008,11,CENTRAL,07,LAMBARÉ,1,008,MARISCAL LÓPEZ
1107009,11,CENTRAL,07,LAMBARÉ,1,009,VALLE YVATE
1107010,11,CENTRAL,07,LAMBARÉ,1,010,SANTA LUISA
1107011,11,CENTRAL,07,LAMBARÉ,1,011,SANTA LUCÍA
1107012,11,CENTRAL,07,LAMBARÉ,1,012,LA VICTORIA
1107013,11,CENTRAL,07,LAMBARÉ,1,013,KENNEDY
1107014,11,CENTRAL,07,LAMBARÉ,1,014,CENTRO URBANO
1107015,11,CENTRAL,07,LAMBARÉ,1,015,VILLA VIRGINIA
1107016,11,CENTRAL,07,LAMBARÉ,1,016,VILLA CERRO CORA
1107017,11,CENTRAL,07,LAMBARÉ,1,017,VALLE APU'A I
1107018,11,CENTRAL,07,LAMBARÉ,1,018,CUATRO MOJONES
1107019,11,CENTRAL,07,LAMBARÉ,1,019,SAN ANTONIO
1107020,11,CENTRAL,07,LAMBARÉ,1,020,SAN ROQUE GONZÁLEZ DE SANTA CRUZ
1107021,11,CENTRAL,07,LAMBARÉ,1,021,CAÑADA SAN MIGUEL
1107022,11,CENTRAL,07,LAMBARÉ,1,022,MBACHIO II
1107023,11,CENTRAL,07,LAMBARÉ,1,023,PUERTO PABLA
1107024,11,CENTRAL,07,LAMBARÉ,1,024,SAN ISIDRO
1107025,11,CENTRAL,07,LAMBARÉ,1,025,SANTA ROSA I
1107026,11,CENTRAL,07,LAMBARÉ,1,026,MBACHIO I
1107027,11,CENTRAL,07,LAMBARÉ,1,027,PARQUES DEL YACHT
1107028,11,CENTRAL,07,LAMBARÉ,1,028,VALLE APU'A II
1108001,11,CENTRAL,08,LIMPIO,1,001,PIQUETE CUE CENTRO
1108002,11,CENTRAL,08,LIMPIO,1,002,CENTRO CAACUPEMI
1108003,11,CENTRAL,08,LIMPIO,1,003,RINCÓN DEL PEÑÓN 15 DE AGOSTO
1108005,11,CENTRAL,08,LIMPIO,1,005,SALADO
1108007,11,CENTRAL,08,LIMPIO,1,007,RINCÓN DEL PEÑÓN SAN SALVADOR
1108008,11,CENTRAL,08,LIMPIO,1,008,CENTRO SAN PEDRO
1108009,11,CENTRAL,08,LIMPIO,1,009,CENTRO SAN JOSÉ
1108010,11,CENTRAL,08,LIMPIO,1,010,CENTRO SAN ANTONIO
1108011,11,CENTRAL,08,LIMPIO,1,011,CENTRO SANTA LUCÍA
1108012,11,CENTRAL,08,LIMPIO,1,012,MONTAÑA ALTA 1
1108013,11,CENTRAL,08,LIMPIO,1,013,MBAYUE SAN FRANCISCO
1108014,11,CENTRAL,08,LIMPIO,1,014,MBAYUE FILADELFIA
1108015,11,CENTRAL,08,LIMPIO,1,015,CENTRO SAN RAMÓN
1108016,11,CENTRAL,08,LIMPIO,1,016,CENTRO SAN FRANCISCO
1108017,11,CENTRAL,08,LIMPIO,1,017,CENTRO SANTA LIBRADA
1108018,11,CENTRAL,08,LIMPIO,1,018,MONTAÑA ALTA 8 DE DICIEMBRE
1108019,11,CENTRAL,08,LIMPIO,1,019,AGUAPEY
1108020,11,CENTRAL,08,LIMPIO,1,020,ISLA ARANDA
1108021,11,CENTRAL,08,LIMPIO,1,021,CENTRO SAN JUAN
1108022,11,CENTRAL,08,LIMPIO,1,022,ISLA AVEIRO
1108023,11,CENTRAL,08,LIMPIO,1,023,COLONIA JUAN DE SALAZAR
1108024,11,CENTRAL,08,LIMPIO,1,024,PIQUETE CUE SANTA LUCÍA
1108025,11,CENTRAL,08,LIMPIO,1,025,PIQUETE CUE SAN ANTONIO
1108026,11,CENTRAL,08,LIMPIO,1,026,PIQUETE CUE SAN MIGUEL
1108027,11,CENTRAL,08,LIMPIO,1,027,PIQUETE CUE VIRGEN DE FÁTIMA
1108028,11,CENTRAL,08,LIMPIO,1,028,RINCÓN DEL PEÑÓN EL PROGRESO
1108029,11,CENTRAL,08,LIMPIO,1,029,ASENT.15 DE AGOSTO RINCÓN DEL PEÑÓN
1108030,11,CENTRAL,08,LIMPIO,1,030,RINCÓN DEL PEÑÓN FRACCIÓN SANTA ROSA
1108031,11,CENTRAL,08,LIMPIO,1,031,RINCÓN DEL PEÑÓN VILLA FLAMENGO 1 Y 2
1108032,11,CENTRAL,08,LIMPIO,1,032,RINCÓN DEL PEÑÓN LOS CISNES
1108033,11,CENTRAL,08,LIMPIO,1,033,RINCÓN DEL PEÑÓN NUEVA ASUNCIÓN
1108034,11,CENTRAL,08,LIMPIO,1,034,ASENT. STA LIBRADA 1 RINCÓN DEL PEÑÓN
1108035,11,CENTRAL,08,LIMPIO,1,035,ASENT AURORA RINCÓN DEL PEÑÓN
1108036,11,CENTRAL,08,LIMPIO,1,036,ASENT.  24 DE MAYO RINCÓN DEL PEÑÓN
1108037,11,CENTRAL,08,LIMPIO,1,037,ASENT. SAN MIGUEL CENTRO
1108038,11,CENTRAL,08,LIMPIO,1,038,ASENT. SALADITO CENTRO
1108039,11,CENTRAL,08,LIMPIO,1,039,ASENT. EL PEÑÓN CENTRO
1108040,11,CENTRAL,08,LIMPIO,1,040,ASENT. SANTO DOMINGO SALADO
1108041,11,CENTRAL,08,LIMPIO,1,041,ASENT. CARMEN SOLER SALADO
1108042,11,CENTRAL,08,LIMPIO,1,042,ASENT.  LA VICTORIA MONTAÑA ALTA
1108043,11,CENTRAL,08,LIMPIO,1,043,ASENT. SANTA ROSA
1108044,11,CENTRAL,08,LIMPIO,1,044,RINCÓN DEL PEÑÓN SAN ANTONIO
1108045,11,CENTRAL,08,LIMPIO,1,045,ASENT. SANTA LIBRADA 2 RINCÓN DEL PEÑÓN
1108046,11,CENTRAL,08,LIMPIO,1,046,RINCÓN DEL PEÑÓN VILLA ROCIO
1108047,11,CENTRAL,08,LIMPIO,1,047,CENTRO SAN ROQUE
1108048,11,CENTRAL,08,LIMPIO,1,048,RINCÓN DEL PEÑÓN 24 DE MAYO
1108052,11,CENTRAL,08,LIMPIO,1,052,ISLA AVEIRO SAN RAFAEL
1108053,11,CENTRAL,08,LIMPIO,1,053,ISLA AVEIRO ANAHÍ
1108054,11,CENTRAL,08,LIMPIO,1,054,ISLA AVEIRO AMANECER
1108055,11,CENTRAL,08,LIMPIO,1,055,ISLA AVEIRO SAN JORGE
1108056,11,CENTRAL,08,LIMPIO,1,056,MBAYUE SAN AGUSTÍN
1108057,11,CENTRAL,08,LIMPIO,1,057,ASENT.  NUEVA ESPERANZA ISLA AVEIRO
1108058,11,CENTRAL,08,LIMPIO,1,058,ASENT. VILLA NAVIDAD
1108059,11,CENTRAL,08,LIMPIO,1,059,ISLA AVEIRO SAN CAYETANO
1108060,11,CENTRAL,08,LIMPIO,1,060,ISLA AVEIRO VILLA NAVIDAD
1108061,11,CENTRAL,08,LIMPIO,1,061,ASENT.  SAN AGUSTÍN MBAYUE
1108062,11,CENTRAL,08,LIMPIO,1,062,MBAYUE LOMBARDIA
1108063,11,CENTRAL,08,LIMPIO,1,063,ISLA AVEIRO VILLA HUGUITO
1108064,11,CENTRAL,08,LIMPIO,1,064,MBAYUE SAN FERNANDO
1108065,11,CENTRAL,08,LIMPIO,1,065,MBAYUE VILLA REINA SOFÍA
1108066,11,CENTRAL,08,LIMPIO,1,066,COSTA AZUL
1108067,11,CENTRAL,08,LIMPIO,1,067,ASENT. SAN JUAN CENTRO
1108068,11,CENTRAL,08,LIMPIO,1,068,SALADO VILLA ENRIQUE
1108071,11,CENTRAL,08,LIMPIO,1,071,MBAYUE SAN VICENTE
1108072,11,CENTRAL,08,LIMPIO,1,072,FRACCIÓN SAN MARCOS 1 Y 2
1108073,11,CENTRAL,08,LIMPIO,1,073,AGUAPEY VILLA DON  BOSCO
1108074,11,CENTRAL,08,LIMPIO,1,074,AGUAPEY VILLA PA'I CLEBA
1108075,11,CENTRAL,08,LIMPIO,1,075,MONTAÑA ALTA LAS MAGNOLIAS
1108076,11,CENTRAL,08,LIMPIO,1,076,MONTAÑA ALTA 2
1108077,11,CENTRAL,08,LIMPIO,1,077,SALADO MARÍA AUXILIADORA
1108078,11,CENTRAL,08,LIMPIO,1,078,ASENT. VILLA CRISTINA SALADO
1108079,11,CENTRAL,08,LIMPIO,1,079,SALADO AMANECER
1108080,11,CENTRAL,08,LIMPIO,1,080,RINCÓN DEL PEÑÓN SANTO DOMINGO
1108081,11,CENTRAL,08,LIMPIO,1,081,RINCÓN DEL PEÑÓN SANTA ROSA
1108082,11,CENTRAL,08,LIMPIO,1,082,RINCÓN DEL PEÑÓN LAS MERCEDES
1108083,11,CENTRAL,08,LIMPIO,1,083,RINCÓN DEL PEÑÓN SAN BLAS
